document_id,titulo,tipo,trechos,caracteres,mediana_trecho,perguntas_hoje,sinal_deontico,sinal_deontico_por_mil,sinal_dispositivo,sinal_loja,paginas_ausentes,paginas_ausentes_faixas,sugestao,inicio,fim,fonte,classificacao,destino,licenca,observacao,data_coleta
tcud_CEP_2015,Termo de Compromisso de Utilização de Dados (TCUD),HTML,5,5438,1078,0,6,1.1,0,0,0,,SUSPEITO (pequeno demais),Termo de Compromisso de Utilização de Dados (TCUD) Instruções de preenchimento Obrigatório para pesquisa que utilizam e coletam informações em banco de dados de,_______________________________________ Nome legível/assinatura e carimbo do responsável pela anuência da Instituição Clique para download para versão editável.,"https://www.ufmg.br/bioetica/cep/tcud/",integro,manter,sim,"Página HTML aparentemente completa. Contém instruções, modelo do TCUD, compromissos, autorização institucional e encerramento.",16-09-2026
relatorio_pesquisa_CEP_,Relatório de Pesquisa (Comitê de Ética em Pesquisa),HTML,4,4606,1155,0,3,0.65,0,0,0,,SUSPEITO (pequeno demais),"Esse modelo é necessário para apreciação de notificação no CEP. Caso o protocolo não contemple algum campo específico, é possível assinalar como “NÃO SE APLICA”",oração de relatório parcial/final e comunicação de encerramento do projeto. Tutorial de envio de notificação de relatório parcial ou final via plataformaBrasil.,"https://www.ufmg.br/bioetica/cep/modelo-de-relatorio-parcial-ou-final/",integro,manter,sim,"Página HTML aparentemente completa. Contém os itens do relatório, assinatura, notas explicativas e links finais.",16-09-2026
imdrf_good_ml_practice_2025,Good machine learning practice for medical device development: Guiding principles,PDF,5,4191,729,0,2,0.48,0,0,1,3,SUSPEITO (pequeno demais),[TABELA] Colunas: Final Document | Coluna 2 | Coluna 3 Final Document: IMDRF/AIML WG/N88 FINAL: 2025 Coluna 2: Coluna 3: Final Document: Good machine learni,"al to empower responsible innovations in this area. Thus, we expect this collaborative work can inform future IMDRF efforts and other international engagements.",https://www.imdrf.org/sites/default/files/2025-02/IMDRF_AIML%20WG_GMLP_N88%20Final.pdf,integro,manter,sim,"PDF incompleto no corpus. O arquivo oficial possui 9 páginas, mas o conteúdo indexado chega apenas até a página 4 e também não contém a página 3. As páginas posteriores com referências e os princípios GMLP não foram indexadas. Problema anterior causado pelo pipeline de extração; resolvido pelo reprocessamento do arquivo físico existente.",16-09-2026
rnds_MS_,Rede Nacional de Dados em Saúde,HTML,3,3743,1159,0,0,0.0,0,0,0,,SUSPEITO (pequeno demais),"Info Rede Nacional de Dados em Saúde A Rede Nacional de Dados em Saúde (RNDS) é a plataforma oficial de interoperabilidade do Ministério da Saúde, para conectar","eio do Meu SUS Digital, em conformidade com as normas de proteção de dados pessoais. Mais Informações Estrutura do Projeto Ouvidoria-Geral do SUS Teleatendente:","https://www.gov.br/saude/pt-br/composicao/seidigi/rnds",integro,manter,sim,"Página HTML aparentemente completa. Conteúdo cobre apresentação da RNDS, jornada do cidadão, integração, transformação digital e seção final de informações.",16-09-2026
ai_principles_OECD_,OECD AI Principles overview,HTML,3,2698,1181,0,0,0.0,0,0,0,,SUSPEITO (pequeno demais),OECD AI Principles overview The OECD AI Principles promote use of AI that is innovative and trustworthy and that respects human rights and democratic values. Ad,"ions, or decisions that can influence physical or virtual environments. Different AI systems vary in their levels of autonomy and adaptiveness after deployment.",https://oecd.ai/en/ai-principles,integro,manter,sim,"Conteúdo indexado termina após a definição de AI system, enquanto a página de origem possui conteúdo posterior, incluindo a seção de governos e países aderentes aos princípios e de AI system lifecycle. Truncamento causado pelo coletor HTML; resolvido após a correção do coletor e nova coleta.",16-09-2026
transparency_ml_devices_FDA_2024,Transparency for Machine Learning-Enabled Medical Devices: Guiding Principles,PDF,13,14337,1148,0,0,0.0,0,0,0,,SUSPEITO (sem marca de norma),"Transparency for Machine Learning-Enabled Medical Devices: Guiding Principles June 2024 In 2021, the U.S. Food and Drug Administration (FDA), Health Canada and",providing targeted information when it’s needed in the workflow. How: Human-centered design principles can support transparency. Methods to support transparency,"https://www.fda.gov/media/179269/download?attachment",integro,manter,sim,Documento completo. O conteúdo indexado cobre as quatro páginas do PDF e chega à tabela final dos princípios de transparência.,16-09-2026
ethics_governance_ai_health_WHO_2021,Ethics and governance of artificial intelligence for health: WHO guidance,PDF,428,366700,886,6,410,1.12,17,0,3,"3-4, 7",TRUNCADO? (paginas ausentes),Ethics and governance of artificial intelligence for health: WHO guidance ISBN 978-92-4-002920-0 (electronic version) ISBN 978-92-4-002921-7 (print version) ©,vide diverse insights. 5. Civil society should participate in the design and use of AI technologies for health as early as possible in their conceptualization.,https://iris.who.int/server/api/core/bitstreams/f780d926-4ae3-42ce-a6d6-e898a5562621/content,integro,manter,sim,"Há perda substancial no final do documento. Além das referências, as páginas 151 a 164 contêm anexos com orientações práticas para desenvolvedores, ministérios da saúde e instituições/profissionais de saúde. Necessário recoletar/reprocessar. Problema anterior causado pelo pipeline de extração; resolvido pelo reprocessamento do arquivo físico existente.",16-09-2026
plano_brasileiro_ia_BR_2025,Plano Brasileiro de Inteligência Artificial,PDF,265,268210,1097,0,9,0.03,8,0,5,"9-10, 30, 53, 94",TRUNCADO? (paginas ausentes),"© Ministério da Ciência, Tecnologia e Inovação (MCTI) Presidente da República Luiz Inácio Lula da Silva Ministra de Estado da Ciência, Tecnologia e Inovação L",crease demand? Here’s what to know. Jul 2024. Disponível em: https://www.weforum.org/stories/2024/07/ generative-ai-energy-emissions/ IA para o bem de todos 103,https://www.cgee.org.br/documents/37878/157505/000149+-+CGEE+Plano+Brasileiro+de+Intelige%CC%82ncia+Artificial+%28VN%29+8+Defeso+Eleitoral.pdf/0a05e153-87fb-0ac1-bfa3-af27471204dc?version=2.0&t=1784645088790,integro,manter,sim,"Há conteúdo substantivo não indexado. A página 53 contém impactos esperados, indicadores, recursos e instituições envolvidas em ações do PBIA. Necessário recoletar/reprocessar. Problema anterior causado pelo pipeline de extração; resolvido pelo reprocessamento do arquivo físico existente.",16-09-2026
de_identifying_government_datasets_NIST_2023,De-Identifying Government Datasets: Techniques and Governance,PDF,254,247270,1085,0,216,0.87,19,18,5,"6, 13, 42, 44-45",TRUNCADO? (paginas ausentes),NIST Special Publication De-Identifying Government Datasets: Techniques and Governance Simson Garfnkel Barbara Guttman Software Quality Group Software and S,"iency, scalability, and repeatability properties of software tools, and evaluate the accuracy of the tool’s output. Fig. 5. Advice for Practitioners: A Summary",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-188.pdf,integro,manter,sim,"Há páginas internas e finais com conteúdo não indexado, incluindo conteúdo técnico, apêndices e parte do glossário com definições relevantes sobre privacidade e desidentificação. Necessário recoletar/reprocessar. Problema anterior causado pelo pipeline de extração; resolvido pelo reprocessamento do arquivo físico existente.",16-09-2026
multimodal_models_guidance_WHO_2024,Ethics and governance of artificial intelligence for health. Guidance on large multi-modal models,PDF,218,224933,1097,0,243,1.08,5,5,9,"5-7, 9, 24-25, 47-49",TRUNCADO? (paginas ausentes),Ethics and governance of artificial intelligence for health. Guidance on large multi-modal models ISBN 978-92-4-008475-9 (electronic version) ISBN 978-92-4-008,"companies, as that approach would leave most of humanity, in lowand middle-income countries, without a role or voice in shaping international governance of AI.",https://iris.who.int/server/api/core/bitstreams/e9e62c65-6045-481e-bd04-20e206bc5039/content,integro,manter,sim,"Há perda no final do documento. Embora parte das páginas ausentes seja composta por referências, a página 95 contém o anexo metodológico da publicação. Necessário recoletar/reprocessar. Problema anterior causado pelo pipeline de extração; resolvido pelo reprocessamento do arquivo físico existente.",16-09-2026
regulatory_considerations_ai_health_WHO_2024,Regulatory considerations on artificial intelligence for health,PDF,167,167981,1088,0,157,0.93,13,2,11,"5-6, 8, 16, 19, 23, 27 …",TRUNCADO? (paginas ausentes),ISBN 978-92-4-007887-1 (electronic version) ISBN 978-92-4-007888-8 (print version) © World Health Organization 2023 Some rights reserved. This work is availab,"and international groups, such as the IMDRF, GHWP, AMDF and ICMRA, should continue to work on AI topics for potential regulatory convergence and harmonization.",https://iris.who.int/server/api/core/bitstreams/ad62580f-540f-4e36-b957-e7f2946ae1fb/content,integro,manter,sim,"Há conteúdo substantivo ausente, incluindo páginas internas e o anexo final com definições e conceitos fundamentais de IA em saúde. Necessário recoletar/reprocessar. Problema anterior causado pelo pipeline de extração; resolvido pelo reprocessamento do arquivo físico existente.",16-09-2026
ethical_impact_assessment_UNESCO_2023,Ethical impact assessment: a tool of the Recommendation on the Ethics of Artificial Intelligence,PDF,111,108219,1099,11,78,0.72,16,0,4,"3-4, 9, 17",TRUNCADO? (paginas ausentes),"SHS/REI/BIO/REC-AIETHICS-TOOL-EIA/2023 Published in 2023 by the United Nations Educational, Scientific and Cultural Organization 7, place de Fontenoy, 75352 Pa",od of the impact occurring is moderate. It is possible that it may occur. Low The likelihood of the impact occurring is low. It is improbable that it may occur.,"https://unesdoc.unesco.org/ark:/48223/pf0000386276",integro,manter,sim,"O conteúdo substantivo do instrumento está presente. As páginas ausentes correspondem a páginas de título/seção, sumário e bibliografia final, sem perda identificada do conteúdo operacional.",16-09-2026
global_digital_health_strategy_WHO_2020_2027,Global strategy on digital health 2020 - 2027,PDF,108,105009,1084,0,41,0.39,0,0,12,"3-5, 8, 11, 16, 20, 31 …",TRUNCADO? (paginas ausentes),Global strategy on digital health 2020-2027 ISBN 978-92-4-011687-0 (electronic version) ISBN 978-92-4-011688-7 (print version) © World Health Organization 2025,"ency combined with appropriate health data across interoperating digital health systems to achieve increased quality, coverage and accessibility of health care.","https://iris.who.int/server/api/core/bitstreams/a64d584f-015b-471f-9d86-9ea263cfb516/content",integro,manter,sim,"O conteúdo substantivo da estratégia está presente. As páginas ausentes correspondem principalmente a sumário, agradecimentos, créditos de imagens, abertura do anexo e página final sem texto.",16-09-2026
codigo_etica_medica_CFM_2019,"Resolução CFM nº 2.217, de 27 de setembro de 2018",PDF,87,72816,796,7,18,0.25,139,0,48,"5-8, 12, 16, 20, 26, 32 …",TRUNCADO? (paginas ausentes),"© 2019 – Conselho Federal de Medicina Código de Ética Médica: Resolução CFM nº 2.217, de 27 de setembro de 2018, modificada pelas Resoluções nº 2.222/2018 e 2.2",Aquino Correa Danilo Bruno Chagas Taveiras Marcio de Arruda Milton Aparecido de Souza Junior Nathália Cristina Pinheiro Siqueira Conde 104 CÓDIGOÉTICA MÉDICADE,https://portal.cfm.org.br/images/PDF/cem2019.pdf,integro,manter,sim,"Há perda de conteúdo normativo. As páginas 38 e 40 não foram indexadas e contêm artigos do Código de Ética Médica, incluindo os Arts. 78, 79, 88 e 89. Além disso, a última página referente à equipe de apoio não foi retornada. Necessário recoletar/reprocessar. Problema anterior causado pelo pipeline de extração; resolvido pelo reprocessamento do arquivo físico existente.",16-09-2026
european_health_data_space_EU_2025,Regulation (EU) 2025/327 of the European Parliament and of the Council,PDF,490,528168,1132,3,713,1.35,130,0,0,,parece integro,Jornal Oficial PT da União Europeia Série L 2025/327 5.3.2025 REGULAMENTO (UE) 2025/327 DO PARLAMENTO EUROPEU E DO CONSELHO de 11 de fevereiro de 2025 relativo,"so disso, a indicação da pessoa em nome da qual foi assinada. 8. Se for caso disso, informações adicionais. 96/96 ELI: http://data.europa.eu/eli/reg/2025/327/oj","https://eur-lex.europa.eu/legal-content/PT/TXT/PDF/?uri=OJ:L_202500327",integro,manter,sim,"Auditoria automática confirmou que todas as páginas do PDF estão representadas no corpus, sem páginas ausentes.",16-09-2026
gdpr_regulation_EU_2016,Regulation (EU) 2016/679 of the European Parliament and of the Council,PDF,397,418172,1130,8,1067,2.55,488,0,0,,parece integro,4.5.2016 EN Official Journal of the European Union L 119/1 (Legislative acts) REGULATIONS REGULATION (EU) 2016/679 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL,shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union. 2. It shall apply from 25 May 2018.,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R0679,integro,manter,sim,A página 88 possui conteúdo textual e não foi indexada. Ela contém a disposição final de aplicabilidade do regulamento e as assinaturas. Necessário reprocessar. Problema anterior causado pelo pipeline de extração; resolvido pelo reprocessamento do arquivo físico existente.,16-09-2026
cp_BR_1940,Código Penal,HTML,282,319817,1152,0,16,0.05,1116,0,0,,parece integro,"Presidência da República Casa Civil Subchefia para Assuntos Jurídicos DECRETO-LEI N o 2.848, DE 7 DE DEZEMBRO DE 1940 Vigência (Vide Lei nº 1.521, de 1951) (Vid",; 119º da Independência e 52º da República. GETÚLIO VARGAS Francisco Campos Este texto não substitui o publicado no DOU de 31.12.1940 e retificado em 3.1.1941 *,"https://www.planalto.gov.br/ccivil_03/decreto-lei/del2848compilado.htm",integro,manter,sim,Integridade validada em duas etapas: o snapshot HTML coletado foi integralmente processado no corpus e apresentou forte correspondência com a fonte original atual (snapshot→fonte=99.9%; fonte→snapshot=99.7%).,16-09-2026
ai_device_software_guidance_FDA_2025,Artificial Intelligence-Enabled Device Software Functions: Lifecycle Management and Marketing Submission Recommendations,PDF,214,220351,1098,7,270,1.23,8,1,1,3,parece integro,1 Artificial Intelligence-Enabled Device 2 Software Functions: Lifecycle 3 Management and Marketing 4 Submission Recommendations 6 Draft Guidance for Industry a,2304 substantially equivalent to the predicate device through the results of clinical performance and 2305 results of non-clinical verification and validation.,"https://www.fda.gov/media/184856/download",integro,manter,sim,A página não indexada corresponde ao sumário do PDF. O conteúdo substantivo do documento está presente no corpus.,16-09-2026
justice_data_governance_OECD_2024,Towards effective governance of justice data,PDF,165,207293,1111,0,95,0.46,4,0,2,5-6,parece integro,2  OECD Working Papers should not be reported as representing the official views of the OECD or of its member countries. The opinions expressed and arguments,"the goals of the justice data framework; and • Processes, mechanisms and tools facilitating the practical implementation of data governance at a granular level.",https://www.oecd.org/content/dam/oecd/en/publications/reports/2024/10/towards-effective-governance-of-justice-data_fd3039cc/d2950e02-en.pdf,integro,manter,sim,"Há múltiplas páginas com conteúdo textual não indexado, incluindo páginas internas e o glossários às páginas 54-56. Necessário reprocessar. Problema anterior causado pelo pipeline de extração; resolvido pelo reprocessamento do arquivo físico existente.",16-09-2026
estrategia_brasileira_ia_MCTI_2021,Estratégia Brasileira de Inteligência Artificial - EBIA,PDF,145,148546,1108,7,31,0.21,8,0,2,13-14,parece integro,"ESTRATÉGIA BRASILEIRA DE INTELIGÊNCIA ARTIFICIAL 2 Apresentação Desde os anos 2000, a Inteligência Artificial (IA) passou a ser objeto de interesse não apenas n","itadora que possa contribuir para gerar riquezas para o Brasil, melhorar a qualidade de vida dos brasileiros e garantir os direitos fundamentais dos indivíduos.",https://www.gov.br/mcti/pt-br/acompanhe-o-mcti/transformacaodigital/ebia.pdf,integro,manter,sim,"Há páginas internas com conteúdo textual que não foram indexadas, incluindo as páginas 13 e 14. Necessário reprocessar o documento. Problema anterior causado pelo pipeline de extração; resolvido pelo reprocessamento do arquivo físico existente.",16-09-2026
lgpd_BR_2018,Lei Geral de Proteção de Dados Pessoais (LGPD),HTML,114,129777,1147,3,67,0.52,338,0,0,,parece integro,"Presidência da República Secretaria-Geral Subchefia para Assuntos Jurídicos LEI Nº 13.709, DE 14 DE AGOSTO DE 2018 Texto compilado Mensagem de veto Vigência Dis","ha Ilan Goldfajn Raul Jungmann Eliseu Padilha Este texto não substitui o publicado no DOU de 15.8.2018, e republicado parcialmente em 15.8.2018 - Edição extra *","https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13709.htm",integro,manter,sim,Integridade validada em duas etapas: o snapshot HTML coletado foi integralmente processado no corpus e apresentou forte correspondência com a fonte original atual (snapshot→fonte=100.0%; fonte→snapshot=99.8%).,16-09-2026
ai_risk_management_framework_NIST_2023,Artificial Intelligence Risk Management Framework (AI RMF 1.0),PDF,116,112256,1072,12,65,0.58,1,0,2,4-5,parece integro,NIST AI 100-1 Artificial Intelligence Risk Management Framework (AI RMF 1.0) This publication is available free of charge from: https://doi.org/10.6028/NIST,pproaches to AI trustworthiness and uses of AI change and as stakeholders learn from implementing AI risk management generally and this framework in particular.,"https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-1.pdf",integro,manter,sim,As páginas textuais ausentes pertencem ao front matter/sumário. A página final ausente não possui texto extraível. Não foi identificada perda de conteúdo substantivo.,16-09-2026
projeto_lei_2338_BR_2023,PL 2338/2023,PDF,104,106505,1110,17,43,0.4,214,0,0,,parece integro,"Dispõe sobre o desenvolvimento, o fomento e o uso ético e responsável da PL inteligência artificial com base naApresentação: centralidade da pessoa humana. O Co","X: a) Seção III; e b) Seção V. Senado Federal, em 31 de janeiro de 2025. Senador Rodrigo Pacheco Presidente do Senado Federal *CD252287612600* ivb/pl23-2338rev","https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2868197&filename=PL%202338/2023",integro,manter,sim,"Auditoria automática confirmou que todas as páginas do PDF estão representadas no corpus, sem páginas ausentes.",16-09-2026
cdc_BR_1990,Código de Defesa do Consumidor,HTML,88,99739,1157,0,26,0.26,347,0,0,,parece integro,"Presidência da República Casa Civil Subchefia para Assuntos Jurídicos LEI Nº 8.078, DE 11 DE SETEMBRO DE 1990. Vigência Mensagem de veto Regulamento Regulamento",ica. FERNANDO COLLOR Bernardo Cabral Zélia M. Cardoso de Mello Ozires Silva Este texto não substitui o publicado no DOU de 12.9.1990 e Retificado em 10.1.2007 *,"https://www.planalto.gov.br/ccivil_03/leis/l8078compilado.htm",integro,manter,sim,Integridade validada em duas etapas: o snapshot HTML coletado foi integralmente processado no corpus e apresentou forte correspondência com a fonte original atual (snapshot→fonte=100.0%; fonte→snapshot=100.0%).,16-09-2026
lei_8080_BR_90,"Lei nº 8.080, de 19 de setembro de 1990",HTML,76,86449,1151,0,21,0.24,244,0,0,,parece integro,"Presidência da República Casa Civil Subchefia para Assuntos Jurídicos LEI Nº 8.080, DE 19 DE SETEMBRO DE 1990. Mensagem de veto Regulamento Regulamento Vide Lei","lia, 19 de setembro de 1990; 169º da Independência e 102º da República. FERNANDO COLLOR Alceni Guerra Este texto não substitui o publicado no DOU de 20.9.1990 *","https://www.planalto.gov.br/ccivil_03/leis/l8080.htm",integro,manter,sim,Integridade validada em duas etapas: o snapshot HTML coletado foi integralmente processado no corpus e apresentou forte correspondência com a fonte original atual (snapshot→fonte=99.9%; fonte→snapshot=98.6%).,16-09-2026
resolucao_2306_CFM_2022,Resolução CFM nº 2.306/2022,PDF,118,77872,572,0,54,0.69,316,0,0,,parece integro,"RESOLUÇÃO CFM Nº 2.306/2022 Publicada no D.O.U. de 25 de março de 2022, Seção I, p. 27 Aprova o Código de Processo Ético-Profissional (CPEP) no âmbito do Cons","egrantes do sistema conselhal, pois o CPEP tem alcance em todo o território nacional. Brasília, 17 de março de 2022. JOSÉ ALBERTINO SOUZA Conselheiro relator","https://portal.cfm.org.br/wp-content/uploads/2022/03/2306_2022.pdf",integro,manter,sim,"Auditoria automática confirmou que todas as páginas do PDF estão representadas no corpus, sem páginas ausentes.",16-09-2026
resolucao_19_ANPD_2024,"Resolução CD/ANPD nº 19, de 23 de agosto de 2024",HTML,69,77250,1126,6,36,0.47,103,0,0,,parece integro,"Resolução CD/ANPD nº 19, de 23 de agosto de 2024 Aprova o Regulamento de Transferência Internacional de Dados e o conteúdo das cláusulas-padrão contratuais. Pub","ratos Coligados não poderão excluir, modificar ou contrariar, direta ou indiretamente, as Cláusulas previstas nas Seções I, II e III). Local, data. Assinaturas.","https://www.gov.br/anpd/pt-br/acesso-a-informacao/institucional/atos-normativos/regulamentacoes_anpd/resolucao-cd-anpd-no-19-de-23-de-agosto-de-2024",integro,manter,sim,Integridade validada em duas etapas: o snapshot HTML coletado foi integralmente processado no corpus e apresentou forte correspondência com a fonte original atual (snapshot→fonte=99.3%; fonte→snapshot=98.7%).,16-09-2026
lei_14874_BR_2024,"Lei nº 14.874, de 28 de maio de 2024",HTML,68,76643,1132,5,40,0.52,166,0,0,,parece integro,"Presidência da República Casa Civil Secretaria Especial para Assuntos Jurídicos LEI Nº 14.874, DE 28 DE MAIO DE 2024 Vigência Mensagem de veto (Promulgação part",LULA DA SILVA Camilo Sobreira de Santana Sonia Bone de Sousa Silva Santos Nísia Verônica Trindade Lima Este texto não substitui o publicado no DOU de 29.5.2024.,"https://www.planalto.gov.br/ccivil_03/_ato2023-2026/2024/lei/l14874.htm",integro,manter,sim,Integridade validada em duas etapas: o snapshot HTML coletado foi integralmente processado no corpus e apresentou forte correspondência com a fonte original atual (snapshot→fonte=100.0%; fonte→snapshot=99.8%).,16-09-2026
imdrf_samd_risk_framework_2014,"Software as a Medical Device": Possible Framework for Risk Categorization and Corresponding Considerations,PDF,74,72253,1072,0,35,0.48,33,3,1,2,parece integro,"International Medical Device Regulators Forum IMDRF Final Document Title: ""Software as a Medical Device"": Possible Framework for Risk Categorization and Corresp","ility engineering to medical devices Leveson, N. ‘Engineering a Safer World: Systems Thinking Applied to Safety, MIT, USA (2011) 18 September 2014 Page 30 of 30","https://www.imdrf.org/sites/default/files/docs/imdrf/final/technical/imdrf-tech-140918-samd-framework-risk-categorization-141013.pdf",integro,manter,sim,A página ausente corresponde ao sumário do documento. Não há perda de conteúdo substantivo para o corpus.,16-09-2026
